id,district,blocks,clusters,genre,types,school_name,mobile_no,dates,months,years,question1,question2,question3,question4,question5,question6
842,bangalore_urban,anekal taluk,Ballur,preschool,Anganwadi,KAMBALIPURA,9686657645,7,12,2013,1,1,1,1,13,2
843,bangalore_urban,north-2,hebbal,school,Lower Primary,GULPS BHUVANESHWARI NAGAR,919739752205,7,12,2013,1,1,1,0,1,2
844,bangalore_urban,anekal taluk,Ballur,preschool,Anganwadi,KODLIPURA,9686657645,7,12,2013,1,1,1,1,13,2
845,bangalore_urban,anekal taluk,Ballur,preschool,Anganwadi,M.MEDAHALLI,9686657645,7,12,2013,1,1,1,1,11,2
846,bangalore_urban,sumangali seva ashrama,sultanpalya,preschool,Anganwadi,MANORAYANPALYA,918095984557,7,12,2013,1,1,1,1,15,2
847,bangalore_urban,sumangali seva ashrama,sultanpalya,preschool,Anganwadi,SULTANPALYA,918095984557,7,12,2013,1,1,1,1,10,2
848,bangalore_urban,sumangali seva ashrama,sultanpalya,preschool,Anganwadi,MUNARREDYPALY,918095984557,7,12,2013,1,1,0,1,12,2
849,bangalore_urban,bangalore north (yelahanka),mallasandra,preschool,Anganwadi,CHANANAYAKANA PALYA,918095984557,7,12,2013,1,1,0,1,19,2
850,bangalore_urban,bangalore central,sir m vishweshwariah 1st circle,preschool,Anganwadi,NAYANDANA HALLI-I,9035803383,7,12,2013,1,1,0,1,18,1
851,bangalore_urban,bangalore central,sir m vishweshwariah 1st circle,preschool,Anganwadi,NAYANDANAHALLI-II,9035803383,7,12,2013,1,1,1,0,15,1
852,bangalore_urban,bangalore central,netaji 2nd circle,preschool,Anganwadi,HALEGUDDADA HALLI,9035803383,7,12,2013,1,1,0,0,8,2
853,bangalore_urban,bangalore central,netaji 2nd circle,preschool,Anganwadi,MUSLIM BURIAL GROUND 2,9035803383,7,12,2013,1,0,0,0,5,3
854,bangalore_urban,bangalore central,netaji 2nd circle,preschool,Anganwadi,NAGARKALU,9035803383,7,12,2013,1,1,1,0,8,3
855,bangalore_urban,bangalore central,netaji 2nd circle,preschool,Anganwadi,NANJAMB AGRAHARA 18,9035803383,7,12,2013,1,1,0,0,12,2
856,bangalore_urban,bangalore central,netaji 2nd circle,preschool,Anganwadi,PADARAYANA PURA  IV,9035803383,7,12,2013,1,1,0,0,18,2
857,bangalore_urban,bangalore central,kithuru rani channamma 3rd circle,preschool,Anganwadi,SIDDARATHANAGAR  2,9035803383,7,12,2013,1,1,0,0,5,3
858,bangalore_urban,bangalore central,kithuru rani channamma 3rd circle,preschool,Anganwadi,SIDDARATHANAGARA 1,9035803383,7,12,2013,1,0,0,0,8,3
859,bangalore_urban,bangalore central,kithuru rani channamma 3rd circle,preschool,Anganwadi,TIMBARYARD SLUM,9035803383,7,12,2013,1,0,0,0,8,3
860,bangalore_urban,bangalore central,kithuru rani channamma 3rd circle,preschool,Anganwadi,CHALYAVADI PALYA 1,9035803383,7,12,2013,1,0,0,1,18,2
861,bangalore_urban,bangalore central,kithuru rani channamma 3rd circle,preschool,Anganwadi,VELUMURUGA PURA,9035803383,7,12,2013,1,1,0,1,8,
862,bangalore_urban,bangalore central,kithuru rani channamma 3rd circle,preschool,Anganwadi,WALMIKINAGAR 3RD CENTER,9035803383,7,12,2013,1,1,1,0,8,2
863,bangalore_urban,bangalore north (yelahanka),mallasandra,preschool,Anganwadi,MANJUNATHANAGAR 2,918095984557,9,12,2013,1,1,0,1,15,2
864,bangalore_urban,bangalore south(banashankari),byrathi,preschool,Anganwadi,AADURU,9902732793,9,12,2013,1,1,1,0,12,1
865,bangalore_urban,south-4,varanasi,school,Lower Primary,GKLPS ADURU,9902732793,9,12,2013,1,0,1,1,1,1
866,bangalore_urban,bangalore south(banashankari),byrathi,preschool,Anganwadi,BIDARAHALLI,9902732793,9,12,2013,1,1,1,1,30,1
867,bangalore_urban,north-1,mallasandra,school,Lower Primary,GKLPS SHIVAPURA,918095984557,9,12,2013,1,0,0,1,0,3
868,bangalore_urban,bangalore north (yelahanka),mallasandra,preschool,Anganwadi,NAGASENDRA,918095984557,9,12,2013,1,1,1,1,17,2
869,bangalore_urban,bangalore north (yelahanka),kodigenahalli,preschool,Anganwadi,HEBBAL,919739752205,9,12,2013,1,0,0,0,0,3
870,bangalore_urban,north-2,hebbal,school,Model Primary,GKMPS HEBBAL,919739752205,9,12,2013,1,0,1,1,0,3
871,bangalore_urban,north-2,hebbal,school,Upper Primary,GUHPS HEBBAL,919739752205,9,12,2013,1,1,1,1,1,2
872,bangalore_urban,north-2,hebbal,school,Upper Primary,GKHPS CHOLANAYAKANAHALLI (HEBBAL),919739752205,9,12,2013,1,1,1,1,1,1
873,bangalore_urban,bangalore north (yelahanka),kodigenahalli,preschool,Anganwadi,MANNARAYANAPALYA,919739752205,9,12,2013,1,1,1,1,16,2
874,bangalore_urban,bmp-1,bmpcluster,school,Lower Primary,CPS AKKIPETE,919742157297,9,12,2013,1,1,1,1,0,3
875,bangalore_urban,bangalore central,Manjunatheshwar circle-7,preschool,Anganwadi,GOPALPURA MAGADI ROAD,9632580151,9,12,2013,1,1,1,1,14,2
876,bangalore_urban,bangalore central,Manjunatheshwar circle-7,preschool,Anganwadi,GOPALAPURA  2,9632580151,9,12,2013,1,0,0,0,25,2
877,bangalore_urban,bangalore central,Manjunatheshwar circle-7,preschool,Anganwadi,GOPAL PURA I,9632580151,9,12,2013,1,1,1,1,18,2
878,bangalore_urban,bangalore central,Manjunatheshwar circle-7,preschool,Anganwadi,OKLIPURA 2,9632580151,9,12,2013,1,1,1,1,12,2
879,bangalore_urban,bangalore central,Manjunatheshwar circle-7,preschool,Anganwadi,RAMAKRSISHNASEVANAGAR,9632580151,9,12,2013,1,1,1,1,10,2
880,bangalore_urban,bangalore central,Manjunatheshwar circle-7,preschool,Anganwadi,LAKSHMANRAO NAGAR,9632580151,9,12,2013,1,1,1,1,15,2
881,bangalore_urban,bangalore central,Manjunatheshwar circle-7,preschool,Anganwadi,NARAYANA RAO COLONY,9632580151,9,12,2013,1,1,1,1,14,1
882,bangalore_urban,bangalore central,Manjunatheshwar circle-7,preschool,Anganwadi,ARUNDHATHINAGAR,9632580151,9,12,2013,1,1,1,1,21,2
883,bangalore_urban,bangalore central,Manjunatheshwar circle-7,preschool,Anganwadi,OKLIPURA-III,9632580151,9,12,2013,1,1,1,1,17,2
884,bangalore_urban,bangalore central,Manjunatheshwar circle-7,preschool,Anganwadi,OKLIPURA I,9632580151,9,12,2013,1,1,1,1,14,2
885,bangalore_urban,bangalore south(banashankari),byrathi,preschool,Anganwadi,BAIPANAHALLI,9902732793,9,12,2013,1,1,1,1,13,1
886,bangalore_urban,bangalore central,Manjunatheshwar circle-7,preschool,Anganwadi,RAJAJINAGAR,9632580151,9,12,2013,1,0,0,0,21,2
887,bangalore_urban,bangalore central,Manjunatheshwar circle-7,preschool,Anganwadi,RAJAJINAGAR   XXXX,9632580151,9,12,2013,1,0,0,0,14,3
888,bangalore_urban,north-3,vasanthnagar,school,Upper Primary,GKHPS VASANTHNAGAR,919742157297,9,12,2013,1,1,1,1,0,2
889,bangalore_urban,bangalore central,Manjunatheshwar circle-7,preschool,Anganwadi,GOPALPURA 3,9632580151,9,12,2013,1,0,0,1,12,2
890,bangalore_urban,north-3,vasanthnagar,school,Upper Primary,GTHPS VASANTH NAGAR,919742157297,9,12,2013,0,0,1,1,0,3
891,bangalore_urban,bangalore state,palace guttalli circle,preschool,Anganwadi,SHIVANAHALLI 1,9632580151,9,12,2013,1,0,0,0,27,2
892,bangalore_urban,bangalore state,palace guttalli circle,preschool,Anganwadi,VIAYALIKAVAL,9632580151,9,12,2013,1,1,1,1,24,2
893,bangalore_urban,bangalore state,palace guttalli circle,preschool,Anganwadi,OLD SEVER LINE,9632580151,9,12,2013,1,1,0,0,15,2
894,bangalore_urban,bangalore state,palace guttalli circle,preschool,Anganwadi,RISALADHAR STREET2,9632580151,9,12,2013,1,0,0,0,14,2
895,bangalore_urban,bangalore state,palace guttalli circle,preschool,Anganwadi,SHIVANAHALLI 2,9632580151,9,12,2013,1,1,1,1,34,2
896,bangalore_urban,bangalore state,palace guttalli circle,preschool,Anganwadi,INDIRANAGAR11,9632580151,9,12,2013,1,1,0,0,25,2
897,bangalore_urban,bangalore state,palace guttalli circle,preschool,Anganwadi,V.V.GIRI COLONY,9632580151,9,12,2013,1,1,0,0,13,2
898,bangalore_urban,bangalore state,palace guttalli circle,preschool,Anganwadi,INDIRANAGAR  1,9632580151,9,12,2013,1,0,0,1,2,1
899,bangalore_urban,north-4,t dasarahalli,school,Upper Primary,GULPS KALASTHRINAGAR,918095984557,9,12,2013,1,0,1,1,1,3
900,bangalore_urban,north-4,t dasarahalli,school,Upper Primary,GKHPS KALASTHRINAGAR,918095984557,9,12,2013,1,1,1,1,1,1
901,bangalore_urban,north-1,shivanagara,school,Lower Primary,GKLPS INDIRA NAGARA,8951596192,9,12,2013,1,1,1,1,1,2
902,bangalore_urban,north-1,shivanagara,school,Lower Primary,GULPS INDIRA NAGARA COLONY,8951596192,9,12,2013,1,1,1,1,1,2
903,bangalore_urban,north-1,shivanagara,school,Model Primary,GKMPS SHIVANAGARA,8951596192,9,12,2013,1,1,0,1,1,2
904,bangalore_urban,bangalore south(banashankari),k.r.puram,preschool,Anganwadi,RACHENAHALLI,8050998018,9,12,2013,1,1,0,0,13,3
905,bangalore_urban,bangalore south(banashankari),k.r.puram,preschool,Anganwadi,HEGGADENAGAR-I,8050998018,9,12,2013,1,1,0,1,14,3
906,bangalore_urban,south-4,thanisandra,school,Lower Primary,GKLPS MESTRIPALYA (THANISANDRA),8050998018,9,12,2013,1,1,1,1,1,1
907,bangalore_urban,south-4,thanisandra,school,Lower Primary,GKLPS RACHENAHALLI,8050998018,9,12,2013,1,0,1,1,1,2
908,bangalore_urban,bangalore south(banashankari),k.r.puram,preschool,Anganwadi,THANISANDRA,8050998018,9,12,2013,1,0,0,1,23,2
909,bangalore_urban,bangalore south(banashankari),k.r.puram,preschool,Anganwadi,HEGADENAGAR,8050998018,9,12,2013,1,1,1,1,20,2
910,bangalore_urban,bangalore south(banashankari),byrathi,preschool,Anganwadi,CHIKKA GUBBI,9902732793,10,12,2013,1,1,1,1,15,2
911,bangalore_urban,north-4,chikkajala,school,Lower Primary,GKLPS BYNAHALLI,9902732793,10,12,2013,1,1,1,1,1,2
912,bangalore_urban,north-4,chikkajala,school,Lower Primary,GKLPS MEENUKUNTE HOSUR,9902732793,10,12,2013,1,1,1,1,1,1
913,bangalore_urban,north-4,chikkajala,school,Lower Primary,GKLPS MEESAGANAHALLI,9902732793,10,12,2013,1,1,1,1,1,1
914,bangalore_urban,north-4,chikkajala,school,Lower Primary,GKLPS RANGASWAMY CAMP,9902732793,10,12,2013,1,0,1,1,1,1
915,bangalore_urban,bangalore state,palace guttalli circle,preschool,Anganwadi,INDIRANAGAR III,9632580151,10,12,2013,1,0,1,1,25,2
916,bangalore_urban,bangalore state,palace guttalli circle,preschool,Anganwadi,JABBER BLOCK,9632580151,10,12,2013,1,1,1,1,8,2
917,bangalore_urban,bangalore state,palace guttalli circle,preschool,Anganwadi,VIVEKANANDA BLOCK,9632580151,10,12,2013,1,1,1,1,15,2
918,bangalore_urban,bangalore state,palace guttalli circle,preschool,Anganwadi,SANEGURUVANA HALLI,9632580151,10,12,2013,1,1,1,1,22,2
919,bangalore_urban,bangalore state,palace guttalli circle,preschool,Anganwadi,RISILDHARSTREET 1,9632580151,10,12,2013,1,1,1,1,12,2
920,bangalore_urban,bangalore state,palace guttalli circle,preschool,Anganwadi,HANUMANTHAPURA 1,9632580151,10,12,2013,0,1,1,1,15,2
921,bangalore_urban,bangalore state,palace guttalli circle,preschool,Anganwadi,HANUMANTHPURA II,9632580151,10,12,2013,1,0,0,0,15,2
922,bangalore_urban,bangalore state,palace guttalli circle,preschool,Anganwadi,JAKKARAYANAKERE,9632580151,10,12,2013,0,,,,,
923,bangalore_urban,bangalore state,palace guttalli circle,preschool,Anganwadi,JAKKARAYANAKERE,9632580151,10,12,2013,1,0,0,0,15,2
924,bangalore_urban,bangalore central,Manjunatheshwar circle-7,preschool,Anganwadi,RANGANATHA COLONY,9632580151,10,12,2013,1,0,0,0,21,2
925,bangalore_urban,bangalore central,Manjunatheshwar circle-7,preschool,Anganwadi,KAMALANEHARU NAGARA,9632580151,10,12,2013,1,0,0,1,19,2
926,bangalore_urban,bangalore central,Manjunatheshwar circle-7,preschool,Anganwadi,MUSLIM HUTS 2,9632580151,10,12,2013,1,0,0,0,31,2
927,bangalore_urban,bangalore central,Manjunatheshwar circle-7,preschool,Anganwadi,Muslim Huts 3,9632580151,10,12,2013,1,0,0,0,19,2
928,bangalore_urban,bangalore central,Manjunatheshwar circle-7,preschool,Anganwadi,GORIPALYA SOUTH,9632580151,10,12,2013,1,0,0,0,20,2
929,bangalore_urban,north-4,yelehanka new town,school,Upper Primary,GKHPS NARASIPURA,8197674730,10,12,2013,1,0,0,1,1,1
930,bangalore_urban,bangalore north (yelahanka),agrahara layout,preschool,Anganwadi,KOGILU,919739752205,10,12,2013,1,0,0,1,315,3
931,bangalore_urban,north-4,yelehanka new town,school,Lower Primary,GKLPS AMBEDKAR NAGARA,8197674730,10,12,2013,1,1,0,0,1,1
932,bangalore_urban,south-3,byarsandra,school,Upper Primary,GKMPS DAIRY COLONY,8050396082,10,12,2013,1,1,0,1,0,2
933,bangalore_urban,south-3,byarsandra,school,Upper Primary,GUHPS LAKKASANDRA,8050396082,10,12,2013,1,1,1,1,1,1
934,bangalore_urban,south-3,byarsandra,school,Upper Primary,GKHPS LAKKASANDRA,8050396082,10,12,2013,1,1,0,1,0,1
935,bangalore_urban,north-4,kodigehalli,school,Upper Primary,GUHPS M.S. PALYA,919739752205,10,12,2013,1,1,1,1,1,1
936,bangalore_urban,south-3,madivala,school,Model Primary,GKMPS KORAMANGALA,9900077412,10,12,2013,1,1,1,1,1,1
937,bangalore_urban,bangalore north (yelahanka),sondekoppa,preschool,Anganwadi,DOMBARAHALLI,8497036776,10,12,2013,1,1,0,1,,
938,bangalore_urban,south-3,ejipura,school,Upper Primary,GKHPS VIVEKNAGARA,9900077412,10,12,2013,1,1,0,1,1,2
939,bangalore_urban,bmp-1,bmpcluster,school,Lower Primary,CPS LAKKASANDRA,919742157297,10,12,2013,0,1,1,1,1,2
940,bangalore_urban,bangalore north (yelahanka),gopalapura,preschool,Anganwadi,THARABANAHALLI,8497036776,10,12,2013,1,1,0,1,,
941,bangalore_urban,bangalore north (yelahanka),gopalapura,preschool,Anganwadi,MARISIDDAIAHNAPALYA,8497036776,10,12,2013,1,1,1,1,,
942,bangalore_urban,bangalore north (yelahanka),gopalapura,preschool,Anganwadi,TAMARASANAHALLI,8497036776,10,12,2013,1,1,1,1,,
943,bangalore_urban,bangalore north (yelahanka),gopalapura,preschool,Anganwadi,HURULICHIKANAHALLI,8497036776,10,12,2013,1,1,1,1,19,
944,bangalore_urban,bangalore north (yelahanka),gopalapura,preschool,Anganwadi,KODAGITHIRUMALAPURA,8497036776,10,12,2013,1,1,0,1,,
945,bangalore_urban,bangalore north (yelahanka),sondekoppa,preschool,Anganwadi,MADHANAYAKANAHALLI,8497036776,10,12,2013,1,1,0,1,,
946,bangalore_urban,bangalore south(banashankari),byrathi,preschool,Anganwadi,CHEEMASENDRA,9902732793,10,12,2013,1,1,0,0,123,2
947,bangalore_urban,bangalore south(banashankari),byrathi,preschool,Anganwadi,MANDURU,9902732793,10,12,2013,1,1,1,1,21,2
948,bangalore_urban,bangalore south(banashankari),byrathi,preschool,Anganwadi,HIRENDAHALLI,9902732793,10,12,2013,1,1,1,1,23,3
949,bangalore_urban,north-4,chikkajala,school,Lower Primary,GKLPS SHETTIGERE,9902732793,10,12,2013,1,1,1,1,1,1
950,bangalore_urban,north-4,chikkajala,school,Upper Primary,GKHPS CHANNAHALLI,9902732793,10,12,2013,1,1,1,1,1,1
951,bangalore_urban,north-4,chikkajala,school,Upper Primary,GKHPS CHIKKAJALA,9902732793,10,12,2013,1,1,1,1,1,1
952,bangalore_urban,north-4,chikkajala,school,Upper Primary,GKHPS VIDYANAGARA,9902732793,10,12,2013,1,1,1,1,1,1
953,bangalore_urban,bangalore north (yelahanka),chikkajala,preschool,Anganwadi,KOLIPURA,9902732793,10,12,2013,1,0,0,1,2,1
954,bangalore_urban,bangalore north (yelahanka),chikkajala,preschool,Anganwadi,MUTTUGADA HALLI,9902732793,10,12,2013,1,0,0,1,20,1
955,bangalore_urban,bangalore north (yelahanka),chikkajala,preschool,Anganwadi,MEESUGANA HALLI,9902732793,10,12,2013,1,1,0,1,5,2
956,bangalore_urban,bangalore north (yelahanka),chikkajala,preschool,Anganwadi,RANGASWAMY CAMP,9902732793,10,12,2013,1,0,0,0,11,2
957,bangalore_urban,bangalore north (yelahanka),chikkajala,preschool,Anganwadi,SHETTI GERE II,9902732793,10,12,2013,1,1,1,1,25,1
958,bangalore_urban,bangalore south(banashankari),doddakannelli,preschool,Anganwadi,DEVARA BESANAHALLI,8050773658,11,12,2013,1,1,1,1,23,1
959,bangalore_urban,bangalore south(banashankari),doddakannelli,preschool,Anganwadi,KARIYAMMANA AGRAHARA,8050773658,11,12,2013,1,1,1,1,21,1
960,bangalore_urban,bangalore south(banashankari),doddakannelli,preschool,Anganwadi,BELLENDUR,8050773658,11,12,2013,1,1,1,1,50,1
961,bangalore_urban,bangalore south(banashankari),doddakannelli,preschool,Anganwadi,DODDAKANNELLI-II,8050773658,11,12,2013,1,1,1,1,30,1
962,bangalore_urban,south-4,doddakanneli,school,Lower Primary,GKLPS JUNNASANDRA,8050773658,11,12,2013,1,1,1,1,1,1
963,bangalore_urban,bangalore south(banashankari),doddakannelli,preschool,Anganwadi,JUNNASANDRA,8050773658,11,12,2013,1,1,1,1,25,1
964,bangalore_urban,bangalore south(banashankari),doddakannelli,preschool,Anganwadi,KAIKONDRAHALLI,8050773658,11,12,2013,1,1,1,1,26,1
965,bangalore_urban,south-4,doddakanneli,school,Lower Primary,GKLPS CHIKKANAYAKAHALLI,8050773658,11,12,2013,1,1,1,1,1,1
966,bangalore_urban,south-4,doddakanneli,school,Lower Primary,GKLPS HADUSIDDAPURA,8050773658,11,12,2013,1,1,1,1,1,1
967,bangalore_urban,south-4,doddakanneli,school,Lower Primary,GKLPS KACHA MARANAHALLI,8050773658,11,12,2013,1,1,1,1,1,2
968,bangalore_urban,south-4,doddakanneli,school,Lower Primary,GKHPS KAIKUNDRAHALLI,8050773658,11,12,2013,1,1,1,1,1,1
969,bangalore_urban,south-4,doddakanneli,school,Lower Primary,GKLPS HALANAYAKANHALLI,8050773658,11,12,2013,1,1,1,1,1,2
970,bangalore_urban,bangalore south(banashankari),doddakannelli,preschool,Anganwadi,DODDAKANNELLI -1,8050773658,11,12,2013,1,1,1,1,914,1
971,bangalore_urban,south-4,doddakanneli,school,Upper Primary,GKHPS KODATHI,8050773658,11,12,2013,1,1,1,1,1,1
972,bangalore_urban,south-4,doddakanneli,school,Lower Primary,GKLPS SULIKUNTE DINNE,8050773658,11,12,2013,1,0,1,1,1,1
973,bangalore_urban,south-4,doddakanneli,school,Lower Primary,GKLPS SULIKUNTE,8050773658,11,12,2013,1,1,1,1,1,3
974,bangalore_urban,bangalore south(banashankari),doddakannelli,preschool,Anganwadi,GUNJURU COLONY,8050773658,11,12,2013,0,1,1,1,25,1
975,bangalore_urban,bangalore south(banashankari),doddakannelli,preschool,Anganwadi,GUNJURU,8050773658,11,12,2013,1,1,1,1,26,1
976,bangalore_urban,south-4,doddakanneli,school,Upper Primary,GKHPS DODDAKANNELI,8050773658,11,12,2013,1,1,1,1,1,1
977,bangalore_urban,south-4,doddakanneli,school,Model Primary,GKMPS GUNJOOR,8050773658,11,12,2013,1,0,1,1,1,1
978,bangalore_urban,south-1,uttara halli,school,Lower Primary,GKHPS VASANTHAPURA,9035434513,12,12,2013,1,1,1,1,1,2
979,bangalore_urban,sumangali seva ashrama,murphy town,preschool,Anganwadi,SANJAYA NAGAR 1,8197674730,12,12,2013,1,1,1,1,25,1
980,bangalore_urban,north-3,j c nagar,school,Upper Primary,GTHPS NS LANE,9686657645,12,12,2013,1,1,1,1,1,1
981,bangalore_urban,anekal,chikkahosahalli,school,Lower Primary,GKLPS CHINNAYYANAPALYA (CHIKKAHOSAHALLI),9686657645,12,12,2013,1,1,1,1,1,2
982,bangalore_urban,north-3,d.j. halli,school,Model Primary,GKMPS DJ HALLI,918095984557,12,12,2013,1,1,0,1,1,2
983,bangalore_urban,sumangali seva ashrama,murphy town,preschool,Anganwadi,APPAREDDI PALYA,8197674730,12,12,2013,1,1,1,1,18,3
984,bangalore_urban,north-3,j c nagar,school,Lower Primary,GTELPS MRS PALYA,918095984557,12,12,2013,1,1,1,1,1,2
985,bangalore_urban,north-4,kodigehalli,school,Model Primary,GKMPS SANJEEVINI NAGAR,919739752205,12,12,2013,1,,,,,
986,bangalore_urban,north-2,hebbal,school,Upper Primary,GKHPS MANNARAYANAPALYA,919739752205,12,12,2013,1,0,1,1,1,1
987,bangalore_urban,bangalore north (yelahanka),kodigenahalli,preschool,Anganwadi,KAVAL BAIRASANDRA 2,919739752205,12,12,2013,1,1,1,0,22,3
988,bangalore_urban,bangalore north (yelahanka),kodigenahalli,preschool,Anganwadi,SHAMPURA ROAD,919739752205,12,12,2013,1,1,1,0,12,2
989,bangalore_urban,south-4,varanasi,school,Upper Primary,GKHPS DODDAGUBBI,9902732793,12,12,2013,1,1,1,1,1,1
990,bangalore_urban,south-4,varanasi,school,Upper Primary,GKHPS RAMPURA,9902732793,12,12,2013,1,0,0,1,,
991,bangalore_urban,south-4,varanasi,school,Upper Primary,GKHPS BIDARAHALLI,9902732793,12,12,2013,1,0,1,1,1,1
992,bangalore_urban,south-4,varanasi,school,Upper Primary,GKHPS GUNDURU,9902732793,12,12,2013,1,0,1,1,1,1
993,bangalore_urban,south-4,varanasi,school,Upper Primary,GKHPS JODIHUSKUR,9902732793,12,12,2013,1,1,1,1,1,1
994,bangalore_urban,south-4,varanasi,school,Upper Primary,GKHPS HIRANDAHALLI,9902732793,12,12,2013,1,1,1,1,1,2
995,bangalore_urban,south-4,varanasi,school,Lower Primary,GKLPS KADAAGRAHARA,9902732793,12,12,2013,1,1,1,1,1,2
996,bangalore_urban,south-4,varanasi,school,Lower Primary,GKLPS KAMMASANDRA (VARANASI),9902732793,12,12,2013,1,1,1,1,1,1
997,bangalore_urban,south-4,varanasi,school,Lower Primary,GKLPS ANAGALAPURA,9902732793,12,12,2013,0,0,0,1,0,2
998,bangalore_urban,bangalore south(banashankari),byrathi,preschool,Anganwadi,RAMPURA,9902732793,12,12,2013,1,1,1,1,18,2
999,bangalore_urban,bangalore south(banashankari),byrathi,preschool,Anganwadi,AANAGALAPURA,9902732793,12,12,2013,1,1,1,1,8,2
1000,bangalore_urban,south-4,k r puram,school,Upper Primary,GKHPS MEDAHALLI,8050998018,12,12,2013,1,1,1,1,1,2
1001,bangalore_urban,south-4,k r puram,school,Upper Primary,GUHPS MEDAHALLI,8050998018,12,12,2013,1,0,1,1,1,2
1002,bangalore_urban,south-4,k r puram,school,Lower Primary,GKLPS BHATTARAHALLI,8050998018,12,12,2013,1,1,1,1,1,2
1003,bangalore_urban,south-1,hosakerehalli,school,Upper Primary,GKHPS HOSAKEREHALLI,8951596192,12,12,2013,1,1,0,1,1,2
1004,bangalore_urban,south-1,hosakerehalli,school,Lower Primary,GULPS KUMARASWAMY LAYOUT,8951596192,12,12,2013,1,0,1,1,1,2
1005,bangalore_urban,south-1,hosakerehalli,school,Upper Primary,GKHPS KUMARASWAMY LAYOUT,8951596192,12,12,2013,1,1,1,1,1,1
1006,bangalore_urban,bangalore south(banashankari),kadugodi,preschool,Anganwadi,SHEEGEHALLI,8050998018,12,12,2013,1,1,0,1,18,2
1007,bangalore_urban,south-1,hosakerehalli,school,Lower Primary,GKLPS GOWDANAPALYA,8951596192,12,12,2013,1,0,1,0,1,2
1008,bangalore_urban,south-1,hosakerehalli,school,Lower Primary,GULPS MINAAZ NAGAR,8951596192,12,12,2013,1,1,0,0,1,2
1009,bangalore_urban,bangalore central,netravathi,preschool,Anganwadi,PARVATHI PURAM,8951596192,12,12,2013,1,1,1,1,15,1
1010,bangalore_urban,sumangali seva ashrama,sultanpalya,preschool,Anganwadi,PAPPANNA BLOCK 1,918095984557,12,12,2013,1,1,0,1,911,3
1011,bangalore_urban,sumangali seva ashrama,sultanpalya,preschool,Anganwadi,BHUVANESHWARI SLUM,918095984557,12,12,2013,1,1,1,1,15,2
1012,bangalore_urban,sumangali seva ashrama,sultanpalya,preschool,Anganwadi,KEMPEGOWDA COLONY,918095984557,12,12,2013,1,1,0,1,13,3
1013,bangalore_urban,north-3,d.j. halli,school,Upper Primary,GKHPS NEW BAGLUR LAYOUT,918095984557,12,12,2013,1,1,1,1,1,2
1014,bangalore_urban,bangalore north (yelahanka),kadugondanahalli,preschool,Anganwadi,CHOLANAYAKANAHALLI 1ST,919742157297,12,12,2013,1,1,0,1,15,2
1015,bangalore_urban,bangalore north (yelahanka),kadugondanahalli,preschool,Anganwadi,CHOLANAYAKANAHALLI 2,919742157297,12,12,2013,0,1,0,0,19,2
1016,bangalore_urban,bangalore north (yelahanka),abbigere,preschool,Anganwadi,CHIKKABETTAHALLI,7204565589,13,12,2013,1,1,0,1,10,1
1017,bangalore_urban,bangalore north (yelahanka),abbigere,preschool,Anganwadi,DODDABETTAHALLI,7204565589,13,12,2013,1,1,1,1,14,1
1018,bangalore_urban,bangalore north (yelahanka),abbigere,preschool,Anganwadi,DODDABETTAHALLI LAYOUT,7204565589,13,12,2013,1,1,1,1,15,1
1019,bangalore_urban,bangalore north (yelahanka),abbigere,preschool,Anganwadi,VEERASAGAR,7204565589,13,12,2013,1,1,1,1,13,1
1020,bangalore_urban,bangalore north (yelahanka),abbigere,preschool,Anganwadi,KEMPANAHALLI,7204565589,13,12,2013,1,1,1,1,16,1
1021,bangalore_urban,bangalore north (yelahanka),abbigere,preschool,Anganwadi,DODDA BOMMASANDRA,7204565589,13,12,2013,1,1,1,1,12,1
1022,bangalore_urban,bangalore north (yelahanka),bettahalasuru,preschool,Anganwadi,HOSAHALLI,7204565589,13,12,2013,1,1,1,1,13,1
1023,bangalore_urban,north-4,hunasamaranahalli,school,Lower Primary,GKLPS BILLAMARANAHALLI,7204565589,13,12,2013,1,1,0,1,1,1
1024,bangalore_urban,north-4,mathahalli,school,Lower Primary,GKLPS CHIKKAKUKKANAHALLI,7204565589,13,12,2013,1,1,1,1,1,1
1025,bangalore_urban,bangalore north (yelahanka),bettahalasuru,preschool,Anganwadi,SUBHASHNAGARA,7204932648,13,12,2013,1,1,1,1,20,1
1026,bangalore_urban,north-4,hunasamaranahalli,school,Upper Primary,GKHPS HOSAHALLI,7204932648,13,12,2013,1,1,1,1,1,1
1027,bangalore_urban,bangalore north (yelahanka),abbigere,preschool,Anganwadi,THINDLU II,7204932648,13,12,2013,1,1,1,1,15,1
1028,bangalore_urban,anekal,attibele,school,Upper Primary,GKHPS MANCHANAHALLI,9686657645,13,12,2013,1,1,1,1,1,1
1029,bangalore_urban,anekal,attibele,school,Lower Primary,GKLPS MUTHASANDRA,9686657645,13,12,2013,1,1,0,1,1,2
1030,bangalore_urban,north-1,chikkabidarakallu,school,Upper Primary,GKHPS THIGALARAPALYA,8497036776,13,12,2013,1,1,1,1,,
1031,bangalore_urban,north-1,chikkabidarakallu,school,Upper Primary,GKHPS THIGALARAPALYA,8497036776,13,12,2013,1,1,1,1,1,1
1032,bangalore_urban,anekal,attibele,school,Lower Primary,GKLPS KAMBALIPURA,9686657645,13,12,2013,1,1,1,1,1,1
